"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-07-01,VzxrkGURuahRUx/43mjAFQ==,game 3,17.16,VzxrkGURuahRUx/43mjAFQ==,17.16,,,,,,,2022-06-01,uk,false,37
2022-08-01,VzxrkGURuahRUx/43mjAFQ==,game 3,39.48,,,,39.48,22.32,,,2022-07-01,2022-07-01,uk,false,37
2022-10-01,VzxrkGURuahRUx/43mjAFQ==,game 3,12.33,,,VzxrkGURuahRUx/43mjAFQ==,,,,12.33,2022-08-01,2022-09-01,uk,false,37
2022-03-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,48.33,W6fRYNhsTNHQkvkoFEUaVQ==,48.33,,,,,,,2022-02-01,uk,false,16
2022-04-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,57.72,,,,,9.39,,,2022-03-01,2022-03-01,uk,false,16
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,95.91,,,,,38.19,,,2022-04-01,2022-04-01,uk,false,16
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,55.02,,,,,,-40.89,,2022-05-01,2022-05-01,uk,false,16
2022-07-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,96.51,,,,96.51,41.49,,,2022-06-01,2022-06-01,uk,false,16
2022-09-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,43.5,,,,,,,43.5,2022-07-01,2022-08-01,uk,false,16
2022-10-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,36.03,,,,36.03,,-7.47,,2022-09-01,2022-09-01,uk,false,16
2022-12-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,39.18,,,W6fRYNhsTNHQkvkoFEUaVQ==,,,,39.18,2022-10-01,2022-11-01,uk,false,16
2022-04-01,WAdVK2sJHdBL0bCFyVa0ww==,game 3,24.09,WAdVK2sJHdBL0bCFyVa0ww==,24.09,WAdVK2sJHdBL0bCFyVa0ww==,,,,,,2022-03-01,uk,false,14
2022-08-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,15.6,wA+Rd++M6EKUppqQeb+pTw==,15.6,,,,,,,2022-07-01,uk,false,20
2022-09-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,12.15,,,,,,-3.45,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,31.92,,,,,19.77,,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,18.93,,,,,,-12.99,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,22.71,,,wA+Rd++M6EKUppqQeb+pTw==,,3.78,,,2022-11-01,2022-11-01,uk,false,20
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,49.05,WDsSR+yQGqoMMBfCxqkZlw==,49.05,,,,,,,2022-04-01,uk,false,24
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,91.05,,,,,42.00,,,2022-05-01,2022-05-01,uk,false,24
2022-07-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,109.26,,,,109.26,18.21,,,2022-06-01,2022-06-01,uk,false,24
2022-10-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,71.91,,,,,,,71.91,2022-07-01,2022-09-01,uk,false,24
2022-11-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,39.24,,,WDsSR+yQGqoMMBfCxqkZlw==,,,-32.67,,2022-10-01,2022-10-01,uk,false,24
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,74.01,wDXJbTe2RLmAMKsPm5zZDg==,74.01,,,,,,,2022-04-01,ru,false,17
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,204.48,,,,,130.47,,,2022-05-01,2022-05-01,ru,false,17
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,76.92,,,,,,-127.56,,2022-06-01,2022-06-01,ru,false,17
2022-08-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,103.71,,,,,26.79,,,2022-07-01,2022-07-01,ru,false,17
2022-09-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,24.33,,,,,,-79.38,,2022-08-01,2022-08-01,ru,false,17
2022-10-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,98.55,,,wDXJbTe2RLmAMKsPm5zZDg==,,74.22,,,2022-09-01,2022-09-01,ru,false,17
2022-09-01,WHwqHTWZHdOrSBFh/vackQ==,game 3,13.2,WHwqHTWZHdOrSBFh/vackQ==,13.2,,,,,,,2022-08-01,uk,false,18
2022-10-01,WHwqHTWZHdOrSBFh/vackQ==,game 3,66.84,,,WHwqHTWZHdOrSBFh/vackQ==,,53.64,,,2022-09-01,2022-09-01,uk,false,18
2022-05-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,12.99,Wi8qtp9drPDZD0laCPi2Ng==,12.99,,,,,,,2022-04-01,uk,false,26
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,14.04,,,,14.04,1.05,,,2022-05-01,2022-05-01,uk,false,26
2022-09-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,26.64,,,,26.64,,,26.64,2022-06-01,2022-08-01,uk,false,26
2022-12-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,13.14,,,Wi8qtp9drPDZD0laCPi2Ng==,,,,13.14,2022-09-01,2022-11-01,uk,false,26
2022-05-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,12.12,wjWDL/+l9D+LVt/9gNMH5Q==,12.12,,,,,,,2022-04-01,ru,false,20
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,13.08,,,,,0.96,,,2022-05-01,2022-05-01,ru,false,20
2022-07-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,35.22,,,,35.22,22.14,,,2022-06-01,2022-06-01,ru,false,20
2022-09-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,43.53,,,,,,,43.53,2022-07-01,2022-08-01,ru,false,20
2022-10-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,118.62,,,,,75.09,,,2022-09-01,2022-09-01,ru,false,20
2022-11-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,35.70,,,wjWDL/+l9D+LVt/9gNMH5Q==,,,-82.92,,2022-10-01,2022-10-01,ru,false,20
2022-07-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,14.04,WMcncRFNp4e91e/Y3CwEvQ==,14.04,,,,,,,2022-06-01,uk,false,23
2022-08-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,41.16,,,,,27.12,,,2022-07-01,2022-07-01,uk,false,23
2022-09-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,57.06,,,,,15.90,,,2022-08-01,2022-08-01,uk,false,23
2022-10-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,19.74,,,,,,-37.32,,2022-09-01,2022-09-01,uk,false,23
2022-11-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,42.60,,,,,22.86,,,2022-10-01,2022-10-01,uk,false,23
2022-12-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,30.90,,,WMcncRFNp4e91e/Y3CwEvQ==,,,-11.70,,2022-11-01,2022-11-01,uk,false,23
2022-07-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,12.99,wRHnn4opzbqIBjFFNpBJtw==,12.99,,12.99,,,,,2022-06-01,uk,false,29
2022-10-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,13.59,,,,,,,13.59,2022-07-01,2022-09-01,uk,false,29
2022-11-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,30.48,,,wRHnn4opzbqIBjFFNpBJtw==,,16.89,,,2022-10-01,2022-10-01,uk,false,29
2022-10-01,WRx4ye0bvLc4925ketwxzQ==,game 3,19.8,WRx4ye0bvLc4925ketwxzQ==,19.8,,,,,,,2022-09-01,uk,false,14
2022-11-01,WRx4ye0bvLc4925ketwxzQ==,game 3,50.82,,,,,31.02,,,2022-10-01,2022-10-01,uk,false,14
2022-12-01,WRx4ye0bvLc4925ketwxzQ==,game 3,76.23,,,WRx4ye0bvLc4925ketwxzQ==,,25.41,,,2022-11-01,2022-11-01,uk,false,14
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,14.7,WSQTlRZJRg4Rb+rqe56nJg==,14.7,,,,,,,2022-05-01,uk,false,26
2022-07-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,33.75,,,,,19.05,,,2022-06-01,2022-06-01,uk,false,26
2022-08-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,26.31,,,,,,-7.44,,2022-07-01,2022-07-01,uk,false,26
2022-09-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,30.51,,,,,4.20,,,2022-08-01,2022-08-01,uk,false,26
2022-10-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,32.13,,,,,1.62,,,2022-09-01,2022-09-01,uk,false,26
2022-11-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,17.67,,,,,,-14.46,,2022-10-01,2022-10-01,uk,false,26
2022-12-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,13.98,,,WSQTlRZJRg4Rb+rqe56nJg==,,,-3.69,,2022-11-01,2022-11-01,uk,false,26
2022-04-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,59.85,Wua5DlzLb2yNeSrcG9Xi3g==,59.85,,,,,,,2022-03-01,uk,false,23
2022-05-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,68.73,,,,68.73,8.88,,,2022-04-01,2022-04-01,uk,false,23
2022-09-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,17.67,,,,,,,17.67,2022-05-01,2022-08-01,uk,false,23
2022-10-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,26.28,,,Wua5DlzLb2yNeSrcG9Xi3g==,,8.61,,,2022-09-01,2022-09-01,uk,false,23
2022-10-01,XD0CalOV926o6zGoOAKfVA==,game 3,12.75,XD0CalOV926o6zGoOAKfVA==,12.75,XD0CalOV926o6zGoOAKfVA==,,,,,,2022-09-01,uk,true,14
2022-03-01,XE2e8BsmBo72HxABlJmsRw==,game 3,38.16,XE2e8BsmBo72HxABlJmsRw==,38.16,XE2e8BsmBo72HxABlJmsRw==,,,,,,2022-02-01,uk,false,20
2022-03-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,24.18,xiXTXOEbWU+HnGOUmgc9/w==,24.18,,,,,,,2022-02-01,uk,false,20
2022-04-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,99.84,,,,,75.66,,,2022-03-01,2022-03-01,uk,false,20
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,73.29,,,,,,-26.55,,2022-04-01,2022-04-01,uk,false,20
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,15.06,,,,,,-58.23,,2022-05-01,2022-05-01,uk,false,20
2022-07-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,45.75,,,,,30.69,,,2022-06-01,2022-06-01,uk,false,20
2022-08-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,13.47,,,xiXTXOEbWU+HnGOUmgc9/w==,,,-32.28,,2022-07-01,2022-07-01,uk,false,20
2022-04-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,26.61,xnLJlU804PSS9tXKmm7gZQ==,26.61,,,,,,,2022-03-01,ru,true,21
2022-05-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,96.06,,,,,69.45,,,2022-04-01,2022-04-01,ru,true,21
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,35.88,,,,,,-60.18,,2022-05-01,2022-05-01,ru,true,21
2022-07-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,56.34,,,,,20.46,,,2022-06-01,2022-06-01,ru,true,21
2022-08-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,12.6,,,,,,-43.74,,2022-07-01,2022-07-01,ru,true,21
2022-09-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,32.70,,,,,20.10,,,2022-08-01,2022-08-01,ru,true,21
2022-10-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,27.30,,,,,,-5.40,,2022-09-01,2022-09-01,ru,true,21
2022-11-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,45.24,,,,,17.94,,,2022-10-01,2022-10-01,ru,true,21
2022-12-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,20.88,,,xnLJlU804PSS9tXKmm7gZQ==,,,-24.36,,2022-11-01,2022-11-01,ru,true,21
2022-07-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,31.14,+XPKfmhBmI2NdGQ96Iaysg==,31.14,,,,,,,2022-06-01,uk,false,38
2022-08-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,18.48,,,,,,-12.66,,2022-07-01,2022-07-01,uk,false,38
2022-09-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,21.87,,,,,3.39,,,2022-08-01,2022-08-01,uk,false,38
2022-10-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,16.35,,,,16.35,,-5.52,,2022-09-01,2022-09-01,uk,false,38
2022-12-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,46.38,,,+XPKfmhBmI2NdGQ96Iaysg==,,,,46.38,2022-10-01,2022-11-01,uk,false,38
2022-09-01,XqdSNtx2TLDI6FMex45KTw==,game 3,18.54,XqdSNtx2TLDI6FMex45KTw==,18.54,,,,,,,2022-08-01,uk,false,33
2022-10-01,XqdSNtx2TLDI6FMex45KTw==,game 3,17.13,,,XqdSNtx2TLDI6FMex45KTw==,,,-1.41,,2022-09-01,2022-09-01,uk,false,33
2022-07-01,xSi5UajdkNHXppWOTm6g8w==,game 3,39.21,xSi5UajdkNHXppWOTm6g8w==,39.21,,,,,,,2022-06-01,uk,false,20
2022-08-01,xSi5UajdkNHXppWOTm6g8w==,game 3,91.56,,,,,52.35,,,2022-07-01,2022-07-01,uk,false,20
2022-09-01,xSi5UajdkNHXppWOTm6g8w==,game 3,67.56,,,,,,-24.00,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,xSi5UajdkNHXppWOTm6g8w==,game 3,155.16,,,,,87.60,,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,xSi5UajdkNHXppWOTm6g8w==,game 3,78.48,,,,,,-76.68,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,xSi5UajdkNHXppWOTm6g8w==,game 3,90.12,,,xSi5UajdkNHXppWOTm6g8w==,,11.64,,,2022-11-01,2022-11-01,uk,false,20
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,67.71,xt/PY4N2zkZQgtlZ9Cg82w==,67.71,,,,,,,2022-05-01,ru,false,24
2022-07-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,107.31,,,,,39.60,,,2022-06-01,2022-06-01,ru,false,24
2022-08-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,17.46,,,,,,-89.85,,2022-07-01,2022-07-01,ru,false,24
2022-09-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,44.04,,,,44.04,26.58,,,2022-08-01,2022-08-01,ru,false,24
2022-11-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,90.45,,,,,,,90.45,2022-09-01,2022-10-01,ru,false,24
2022-12-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,55.68,,,xt/PY4N2zkZQgtlZ9Cg82w==,,,-34.77,,2022-11-01,2022-11-01,ru,false,24
2022-07-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,27.06,xU11jJIA4UIYu7pmqJ4kvg==,27.06,,27.06,,,,,2022-06-01,uk,false,25
2022-10-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,32.1,,,,,,,32.1,2022-07-01,2022-09-01,uk,false,25
2022-11-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,28.71,,,,,,-3.39,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,18.3,,,xU11jJIA4UIYu7pmqJ4kvg==,,,-10.41,,2022-11-01,2022-11-01,uk,false,25
2022-05-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,17.4,xVwGwMaEG1yZydv5VIfEQA==,17.4,,17.4,,,,,2022-04-01,uk,false,22
2022-07-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,15.87,,,,,,,15.87,2022-05-01,2022-06-01,uk,false,22
2022-08-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,17.94,,,,,2.07,,,2022-07-01,2022-07-01,uk,false,22
2022-09-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,62.97,,,,,45.03,,,2022-08-01,2022-08-01,uk,false,22
2022-10-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,47.22,,,,,,-15.75,,2022-09-01,2022-09-01,uk,false,22
2022-11-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,33.9,,,,,,-13.32,,2022-10-01,2022-10-01,uk,false,22
2022-12-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,51.45,,,xVwGwMaEG1yZydv5VIfEQA==,,17.55,,,2022-11-01,2022-11-01,uk,false,22
2022-12-01,xxq2c4woAI3bLul1xOzwtQ==,game 3,17.49,xxq2c4woAI3bLul1xOzwtQ==,17.49,xxq2c4woAI3bLul1xOzwtQ==,,,,,,2022-11-01,uk,false,23
2022-12-01,xZMY1f3dijkAd2lWkkI4Ow==,game 3,24.69,xZMY1f3dijkAd2lWkkI4Ow==,24.69,xZMY1f3dijkAd2lWkkI4Ow==,,,,,,2022-11-01,uk,true,21
2022-10-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,33.54,YC2fZQTQXV2UR1/WHDrVqw==,33.54,,,,,,,2022-09-01,uk,false,14
2022-11-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,113.22,,,,,79.68,,,2022-10-01,2022-10-01,uk,false,14
2022-12-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,72.42,,,YC2fZQTQXV2UR1/WHDrVqw==,,,-40.80,,2022-11-01,2022-11-01,uk,false,14
2022-09-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,114.27,yFNWN0sYyxkSJ+yLRq1WqA==,114.27,,,,,,,2022-08-01,uk,false,16
2022-10-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,34.35,,,,,,-79.92,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,133.80,,,,,99.45,,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,93.84,,,yFNWN0sYyxkSJ+yLRq1WqA==,,,-39.96,,2022-11-01,2022-11-01,uk,false,16
2022-08-01,yH7KH2AG/PGgQiNV7uTTGg==,game 3,14.88,yH7KH2AG/PGgQiNV7uTTGg==,14.88,,14.88,,,,,2022-07-01,ru,false,19
2022-10-01,yH7KH2AG/PGgQiNV7uTTGg==,game 3,54.69,,,yH7KH2AG/PGgQiNV7uTTGg==,,,,54.69,2022-08-01,2022-09-01,ru,false,19
2022-07-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,14.64,Yh9mYycPmc8CH9Rbjhu3ZQ==,14.64,,,,,,,2022-06-01,uk,false,28
2022-08-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,30.39,,,,,15.75,,,2022-07-01,2022-07-01,uk,false,28
2022-09-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,45.12,,,Yh9mYycPmc8CH9Rbjhu3ZQ==,,14.73,,,2022-08-01,2022-08-01,uk,false,28
2022-09-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,33.27,ymEApWLjh3I9oLJnWIBHFA==,33.27,,,,,,,2022-08-01,uk,false,19
2022-10-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,17.7,,,,17.7,,-15.57,,2022-09-01,2022-09-01,uk,false,19
2022-12-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,24.09,,,ymEApWLjh3I9oLJnWIBHFA==,,,,24.09,2022-10-01,2022-11-01,uk,false,19
2022-03-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,24.27,Y/nf8iBu/UCaNAuIRRjVwA==,24.27,,,,,,,2022-02-01,uk,false,15
2022-04-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,20.43,,,,,,-3.84,,2022-03-01,2022-03-01,uk,false,15
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,15.33,,,,,,-5.10,,2022-04-01,2022-04-01,uk,false,15
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,41.13,,,,,25.80,,,2022-05-01,2022-05-01,uk,false,15
2022-07-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,63.63,,,,,22.50,,,2022-06-01,2022-06-01,uk,false,15
2022-08-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,34.86,,,,,,-28.77,,2022-07-01,2022-07-01,uk,false,15
2022-09-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,20.16,,,,,,-14.70,,2022-08-01,2022-08-01,uk,false,15
2022-10-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,43.53,,,Y/nf8iBu/UCaNAuIRRjVwA==,,23.37,,,2022-09-01,2022-09-01,uk,false,15
2022-07-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,14.13,ytNOQh7e6qNGQNC0T3RBxw==,14.13,,,,,,,2022-06-01,ru,true,26
2022-08-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,40.83,,,,,26.70,,,2022-07-01,2022-07-01,ru,true,26
2022-09-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,90.09,,,,,49.26,,,2022-08-01,2022-08-01,ru,true,26
2022-10-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,17.82,,,,17.82,,-72.27,,2022-09-01,2022-09-01,ru,true,26
2022-12-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,16.47,,,ytNOQh7e6qNGQNC0T3RBxw==,,,,16.47,2022-10-01,2022-11-01,ru,true,26
2022-09-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,14.91,yZ1P1v1eYIbyD5wRy0chGw==,14.91,,,,,,,2022-08-01,uk,false,33
2022-10-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,17.64,,,,,2.73,,,2022-09-01,2022-09-01,uk,false,33
2022-11-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,30.78,,,yZ1P1v1eYIbyD5wRy0chGw==,,13.14,,,2022-10-01,2022-10-01,uk,false,33
2022-05-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,12.09,Z7/6qvk8WKH3uR6IMYlCxw==,12.09,,,,,,,2022-04-01,uk,false,30
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,14.43,,,,,2.34,,,2022-05-01,2022-05-01,uk,false,30
2022-07-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,25.20,,,,25.20,10.77,,,2022-06-01,2022-06-01,uk,false,30
2022-09-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,29.67,,,,29.67,,,29.67,2022-07-01,2022-08-01,uk,false,30
2022-11-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,19.05,,,Z7/6qvk8WKH3uR6IMYlCxw==,,,,19.05,2022-09-01,2022-10-01,uk,false,30
2022-03-01,ZeMBdi9hmR0vUv+lyZiypQ==,game 3,25.41,ZeMBdi9hmR0vUv+lyZiypQ==,25.41,ZeMBdi9hmR0vUv+lyZiypQ==,,,,,,2022-02-01,uk,false,22
2022-08-01,zeu++qOqokuGcT0ghN97bQ==,game 3,59.34,zeu++qOqokuGcT0ghN97bQ==,59.34,,59.34,,,,,2022-07-01,ru,false,34
2022-10-01,zeu++qOqokuGcT0ghN97bQ==,game 3,31.8,,,zeu++qOqokuGcT0ghN97bQ==,,,,31.8,2022-08-01,2022-09-01,ru,false,34
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,14.55,ZgTMXDOYCQOiAw4VI8H7AA==,14.55,,,,,,,2022-05-01,uk,false,25
2022-07-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,21.63,,,,,7.08,,,2022-06-01,2022-06-01,uk,false,25
2022-08-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,90.63,,,,,69.00,,,2022-07-01,2022-07-01,uk,false,25
2022-09-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,79.17,,,,79.17,,-11.46,,2022-08-01,2022-08-01,uk,false,25
2022-11-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,19.8,,,,,,,19.8,2022-09-01,2022-10-01,uk,false,25
2022-12-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,12.21,,,ZgTMXDOYCQOiAw4VI8H7AA==,,,-7.59,,2022-11-01,2022-11-01,uk,false,25
2022-03-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,54.60,ZmjMhgyYl6o8iFq964FEWg==,54.60,,,,,,,2022-02-01,ru,false,17
2022-04-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,56.70,,,,,2.10,,,2022-03-01,2022-03-01,ru,false,17
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,27.0,,,,,,-29.70,,2022-04-01,2022-04-01,ru,false,17
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,68.58,,,,,41.58,,,2022-05-01,2022-05-01,ru,false,17
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,18.75,,,,,,-49.83,,2022-06-01,2022-06-01,ru,false,17
2022-08-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,81.84,,,,,63.09,,,2022-07-01,2022-07-01,ru,false,17
2022-09-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,67.65,,,,,,-14.19,,2022-08-01,2022-08-01,ru,false,17
2022-10-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,41.76,,,,41.76,,-25.89,,2022-09-01,2022-09-01,ru,false,17
2022-12-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,16.95,,,ZmjMhgyYl6o8iFq964FEWg==,,,,16.95,2022-10-01,2022-11-01,ru,false,17
2022-08-01,ZmnZeh2zth0OyQaAzd6eTA==,game 3,13.74,ZmnZeh2zth0OyQaAzd6eTA==,13.74,ZmnZeh2zth0OyQaAzd6eTA==,,,,,,2022-07-01,uk,false,41
2022-05-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,133.14,zmZPan/KZoyrIR2r/SvLdA==,133.14,,133.14,,,,,2022-04-01,ru,false,15
2022-07-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,70.89,,,,,,,70.89,2022-05-01,2022-06-01,ru,false,15
2022-08-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,74.31,,,,,3.42,,,2022-07-01,2022-07-01,ru,false,15
2022-09-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,25.08,,,,,,-49.23,,2022-08-01,2022-08-01,ru,false,15
2022-10-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,56.58,,,,,31.50,,,2022-09-01,2022-09-01,ru,false,15
2022-11-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,130.02,,,,,73.44,,,2022-10-01,2022-10-01,ru,false,15
2022-12-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,100.05,,,zmZPan/KZoyrIR2r/SvLdA==,,,-29.97,,2022-11-01,2022-11-01,ru,false,15
